label,image_url
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_220_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_230_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_30_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_40_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_50_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_60_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_70_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi3_90_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_10_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_110_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_130_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_180_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_20_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_30_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_40_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_50_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_60_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_70_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi4_90_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_130_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_210_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_220_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_230_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_250_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_260_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_270_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_280_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_290_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_300_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_310_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_320_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi5_330_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_10_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_130_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_180_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_20_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_220_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_230_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_250_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_260_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_270_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_280_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_290_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_300_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_30_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi6_310_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_10_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_110_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_130_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_180_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_20_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_220_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_230_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_250_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_260_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_270_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_280_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_290_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_300_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_30_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_310_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_320_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_330_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_340_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_350_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_40_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_50_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_60_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_70_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi7_90_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_10_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_110_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_130_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_180_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_20_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_230_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_250_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_30_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_40_face_1.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_50_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_60_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_70_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi8_90_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_110_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_120_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_260_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_370_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_420_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_430_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_440_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_470_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi9_90_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_100_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_10_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_140_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_150_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_160_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_170_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_180_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_190_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_200_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_20_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_210_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_220_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_230_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_240_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_250_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_280_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_300_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_30_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_310_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_320_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_330_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_340_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_350_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_360_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_370_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_380_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_390_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_400_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_40_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_410_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_420_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_430_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_440_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_450_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_460_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_470_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_480_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_490_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_500_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_50_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_60_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_70_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_80_face_0.jpg
DoMixi,C:\DL\NDKM\dataset\DoMixi\DoMixi_90_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon100_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10100_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10110_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10120_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10140_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10150_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10170_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10180_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10190_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon1020_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10260_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10270_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10280_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10290_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10300_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon1030_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10310_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10320_face_0.jpg
HariWon,C:\DL\NDKM\dataset\HariWon\HariWon10370_face_0.jpg
